barcode	manifest	individual	diagnosis	sex	total_counts	total_features_by_counts	pc_mito	pc_ribo	is_singlet	clusters	partitions	Allan2019_ML1	Allan2019_ML2	Zeisel2018_ML4	Zeisel2018_ML5	allan_celltype	allan_layer	allan_cluster_gene_1	allan_cluster_gene_2	cluster_celltype
nirig_5_MOL1_1639	nirig	5	Controls	F	3949	1648	0	0.0267857142857143	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1640	nirig	5	Controls	F	1982	966	0	0.0281759762728621	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1641	nirig	5	Controls	F	2171	1078	0	0.0442161679321125	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1642	nirig	5	Controls	F	1810	915	0	0.0371967654986523	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1643	nirig	5	Controls	F	2653	1309	0	0.0271460014673514	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1644	nirig	5	Controls	F	3320	1352	0	0.029037037037037	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1645	nirig	5	Controls	F	2865	1196	0	0.0187649266461958	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1646	nirig	5	Controls	F	3791	1523	0	0.0212439211671359	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1647	nirig	5	Controls	F	2585	1148	0	0.0406626506024096	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1648	nirig	5	Controls	F	2646	1130	0	0.0384757676655568	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1649	nirig	5	Controls	F	1827	864	0	0.0261752136752137	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1650	nirig	5	Controls	F	1570	905	0	0.0298879202988792	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1651	nirig	5	Controls	F	2426	1163	0	0.0240770465489567	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1652	nirig	5	Controls	F	1787	868	0	0.0218818380743982	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1653	nirig	5	Controls	F	5304	1893	0	0.0229906198271105	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1654	nirig	5	Controls	F	3614	1347	0	0.0208446128857607	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1655	nirig	5	Controls	F	3794	1612	0	0.0194250194250194	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1656	nirig	5	Controls	F	2402	1139	0	0.0383830134748877	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1657	nirig	5	Controls	F	2326	1127	0	0.0277427490542245	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1658	nirig	5	Controls	F	1683	874	0	0.0388856645385955	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1659	nirig	5	Controls	F	2198	1114	0	0.0237242614145031	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1660	nirig	5	Controls	F	1723	880	0	0.025	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1661	nirig	5	Controls	F	2039	964	0	0.0467695274831244	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1662	nirig	5	Controls	F	1838	888	0	0.0270413573700954	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1663	nirig	5	Controls	F	2620	1165	0	0.032677311548459	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1664	nirig	5	Controls	F	1876	895	0	0.0250260688216893	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1665	nirig	5	Controls	F	2314	1145	0	0.0346869712351946	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1666	nirig	5	Controls	F	3995	1556	0	0.0285853896897141	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1667	nirig	5	Controls	F	1601	887	0	0.0412307692307692	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1668	nirig	5	Controls	F	2264	1045	0	0.0199739470256188	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1669	nirig	5	Controls	F	2019	996	0	0.0310378273520854	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1670	nirig	5	Controls	F	1742	884	0	0.0217877094972067	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1671	nirig	5	Controls	F	2254	1113	0	0.0373913043478261	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1672	nirig	5	Controls	F	1942	971	0	0.0297079556898288	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1673	nirig	5	Controls	F	1762	889	0	0.0388241819190238	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1674	nirig	5	Controls	F	2424	1175	0	0.0260208166533227	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1675	nirig	5	Controls	F	2348	1071	0	0.0304928989139515	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1676	nirig	5	Controls	F	2148	1052	0	0.0254198819791194	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1677	nirig	5	Controls	F	1681	972	0	0.019790454016298	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1678	nirig	5	Controls	F	2765	1177	0	0.0398860398860399	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1679	nirig	5	Controls	F	2321	1010	0	0.0206315789473684	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1680	nirig	5	Controls	F	1885	883	0	0.0281396560708702	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1681	nirig	5	Controls	F	2264	1078	0	0.0256076388888889	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1682	nirig	5	Controls	F	2481	1056	0	0.0323599052880821	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1683	nirig	5	Controls	F	1696	905	0	0.0292766934557979	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1684	nirig	5	Controls	F	1792	953	0	0.0347637153720804	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1685	nirig	5	Controls	F	3027	1337	0	0.0322164948453608	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1686	nirig	5	Controls	F	3079	1440	0	0.0292527821939587	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1687	nirig	5	Controls	F	2142	1063	0	0.0337591240875912	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1688	nirig	5	Controls	F	1876	1035	0	0.0303823991618649	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1689	nirig	5	Controls	F	3600	1606	0	0.0229853975121687	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1690	nirig	5	Controls	F	2534	1192	0	0.0245964642582629	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1691	nirig	5	Controls	F	2710	1183	0	0.0180440274269217	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1692	nirig	5	Controls	F	2967	1311	0	0.0220177456457443	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1693	nirig	5	Controls	F	1766	905	0	0.0318080357142857	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1694	nirig	5	Controls	F	1698	988	0	0.0240963855421687	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1695	nirig	5	Controls	F	4439	1825	0	0.019806338028169	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1696	nirig	5	Controls	F	2421	1186	0	0.0297906602254428	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1697	nirig	5	Controls	F	1972	961	0	0.0397219463753724	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1698	nirig	5	Controls	F	2867	1351	0	0.0284842319430315	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1699	nirig	5	Controls	F	2403	1059	0	0.0256619144602851	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1700	nirig	5	Controls	F	2004	1048	0	0.0348039215686275	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1701	nirig	5	Controls	F	1829	878	0	0.0212089077412513	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1702	nirig	5	Controls	F	3790	1559	0	0.0288659793814433	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1703	nirig	5	Controls	F	1711	880	0	0.0200573065902579	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1704	nirig	5	Controls	F	3392	1437	0	0.0273302646720368	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1705	nirig	5	Controls	F	4112	1550	0	0.0200898132829118	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1706	nirig	5	Controls	F	2574	1195	0	0.0369242481918538	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1707	nirig	5	Controls	F	4697	1716	0	0.0204926516249224	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1708	nirig	5	Controls	F	2002	963	0	0.0248659190638713	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1709	nirig	5	Controls	F	1611	888	0	0.024140012070006	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1710	nirig	5	Controls	F	1575	856	0	0.0264941466420209	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1711	nirig	5	Controls	F	2846	1230	0	0.0171880371261602	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1712	nirig	5	Controls	F	2765	1224	0	0.0389242745930644	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1713	nirig	5	Controls	F	2602	1192	0	0.0236397748592871	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1714	nirig	5	Controls	F	2387	1052	0	0.0192939244663383	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1715	nirig	5	Controls	F	2214	1106	0	0.0393805309734513	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1716	nirig	5	Controls	F	3827	1715	0	0.0208386277001271	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1717	nirig	5	Controls	F	4001	1649	0	0.0185411075872164	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1718	nirig	5	Controls	F	1915	990	0	0.0305343511450382	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1719	nirig	5	Controls	F	2387	1100	0	0.0237413016782644	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1720	nirig	5	Controls	F	2280	1134	0	0.0299914310197087	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1721	nirig	5	Controls	F	1795	944	0	0.0282608695652174	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1722	nirig	5	Controls	F	2265	1117	0	0.0326600773528148	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1723	nirig	5	Controls	F	3343	1464	0	0.0283046396264955	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1724	nirig	5	Controls	F	1849	940	0	0.0397456279809221	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1725	nirig	5	Controls	F	2668	1310	0	0.029218407596786	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1726	nirig	5	Controls	F	2302	1086	0	0.0198731501057082	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1727	nirig	5	Controls	F	3657	1492	0	0.0165421558164354	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1728	nirig	5	Controls	F	3120	1361	0	0.035301468291159	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1729	nirig	5	Controls	F	3530	1432	0	0.029648101967304	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1730	nirig	5	Controls	F	2550	1119	0	0.0207932229495572	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1731	nirig	5	Controls	F	2407	1086	0	0.0281747652102899	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1732	nirig	5	Controls	F	1852	912	0	0.0360551431601273	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1733	nirig	5	Controls	F	4395	1738	0	0.0231832367365136	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1734	nirig	5	Controls	F	3017	1362	0	0.0296869958050984	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1735	nirig	5	Controls	F	2746	1267	0	0.0191218130311615	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1736	nirig	5	Controls	F	1992	1067	0	0.0369640216855594	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1737	nirig	5	Controls	F	1929	956	0	0.0366412213740458	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1738	nirig	5	Controls	F	2747	1130	0	0.0330490405117271	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1739	nirig	5	Controls	F	1954	967	0	0.0266197890507283	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1740	nirig	5	Controls	F	2248	1114	0	0.020924149956408	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1741	nirig	5	Controls	F	2180	1068	0	0.0315415370946246	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1742	nirig	5	Controls	F	2493	1132	0	0.0203442879499218	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1743	nirig	5	Controls	F	1974	1013	0	0.0327706057596822	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1744	nirig	5	Controls	F	2617	1191	0	0.0231862378459237	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1745	nirig	5	Controls	F	1896	939	0	0.034020618556701	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1746	nirig	5	Controls	F	2584	1279	0	0.0191729323308271	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1747	nirig	5	Controls	F	1628	859	0	0.039015606242497	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1748	nirig	5	Controls	F	2654	1271	0	0.0275128393250183	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1749	nirig	5	Controls	F	1627	838	0	0.0287253141831239	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1750	nirig	5	Controls	F	2566	1241	0	0.0292998477929985	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1751	nirig	5	Controls	F	2245	1100	0	0.0254051686377573	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1752	nirig	5	Controls	F	2863	1278	0	0.0253598355037697	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1753	nirig	5	Controls	F	1903	951	0	0.0123775141825683	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1754	nirig	5	Controls	F	3017	1441	0	0.0335808847271553	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1755	nirig	5	Controls	F	1641	878	0	0.037037037037037	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1756	nirig	5	Controls	F	2766	1309	0	0.0233876683203402	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1757	nirig	5	Controls	F	1680	934	0	0.0278583865351132	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1758	nirig	5	Controls	F	1790	904	0	0.0272628135223555	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
nirig_5_MOL1_1759	nirig	5	Controls	F	2175	1039	0	0.0342651036970243	TRUE	1	1	Non-neuronal	Oligo L1-6 OPALIN	Oligodendrocytes	MOL1	Oligo	L1-6	OPALIN	NA	Oligo
